Lake,Date_Sampled,Results,,,,,,,,,,,,,,
Wingra,2006-05-30,88.7,,,,,,,,,,,,,,
Wingra,2006-06-12,90.0,,,,,,,,,,,,,,
Wingra,2006-07-17,92.0,,,,,,,,,,,,,,
Wingra,2006-08-14,85.5,,,,,,,,,,,,,,
Wingra,2006-09-25,71.5,,,,,,,,,,,,,,
Wingra,2006-10-25,72.3,,,,,,,,,,,,,,
Wingra,2006-11-20,73.0,,,,,,,,,,,,,,
Wingra,2006-12-14,73.0,,,,,,,,,,,,,,
Wingra,2007-01-24,77.3,,,,,,,,,,,,,,
Wingra,2007-02-28,83.6,,,,,,,,,,,,,,
Wingra,2007-03-20,73.0,,,,,,,,,,,,,,
Wingra,2007-04-17,83.9,,,,,,,,,,,,,,
Wingra,2007-06-11,88.5,,,,,,,,,,,,,,
Wingra,2007-07-09,92.1,,,,,,,,,,,,,,
Wingra,2007-09-04,62.5,,,,,,,,,,,,,,
Wingra,2007-10-29,68.8,,,,,,,,,,,,,,
Wingra,2008-01-24,74.6,,,,,,,,,,,,,,
Wingra,2008-02-26,89.1,,,,,,,,,,,,,,
Wingra,2008-03-13,94.9,,,,,,,,,,,,,,
Wingra,2008-04-03,81.7,,,,,,,,,,,,,,
Wingra,2008-05-27,99.3,,,,,,,,,,,,,,
Wingra,2008-06-11,80.4,,,,,,,,,,,,,,
Wingra,2008-07-14,76.1,,,,,,,,,,,,,,
Wingra,2008-08-26,80.3,,,,,,,,,,,,,,
Wingra,2008-09-29,85.1,,,,,,,,,,,,,,
Wingra,2008-10-21,76.9,,,,,,,,,,,,,,
Wingra,2008-11-26,89.1,,,,,,,,,,,,,,
Wingra,2008-12-11,85.5,,,,,,,,,,,,,,
Wingra,2009-01-28,102.0,,,,,,,,,,,,,,
Wingra,2009-02-16,57.3,,,,,,,,,,,,,,
Wingra,2009-03-16,87.6,,,,,,,,,,,,,,
Wingra,2009-04-16,112.0,,,,,,,,,,,,,,
Wingra,2009-05-26,106.0,,,,,,,,,,,,,,
Wingra,2009-06-15,94.1,,,,,,,,,,,,,,
Wingra,2009-11-23,88.6,,,,,,,,,,,,,,
Wingra,2009-12-28,90.2,,,,,,,,,,,,,,
Wingra,2010-01-26,87.6,,,,,,,,,,,,,,
Wingra,2010-02-16,108.0,,,,,,,,,,,,,,
Wingra,2010-03-15,57.2,,,,,,,,,,,,,,
Wingra,2010-04-22,91.3,,,,,,,,,,,,,,
Wingra,2010-05-24,99.2,,,,,,,,,,,,,,
Wingra,2010-06-30,85.9,,,,,,,,,,,,,,
Wingra,2010-07-14,82.5,,,,,,,,,,,,,,
Wingra,2010-08-12,72.8,,,,,,,,,,,,,,
Wingra,2010-09-09,66.7,,,,,,,,,,,,,,
Wingra,2010-10-18,67.1,,,,,,,,,,,,,,
Wingra,2010-11-15,71.5,,,,,,,,,,,,,,
Wingra,2010-12-07,76.7,,,,,,,,,,,,,,
Wingra,2011-01-25,91.6,,,,,,,,,,,,,,
Wingra,2011-02-23,87.7,,,,,,,,,,,,,,
Wingra,2011-03-08,93.0,,,,,,,,,,,,,,
Wingra,2011-04-28,108.0,,,,,,,,,,,,,,
Wingra,2011-05-31,109.0,,,,,,,,,,,,,,
Wingra,2011-06-29,111.0,,,,,,,,,,,,,,
Wingra,2011-07-25,117.0,,,,,,,,,,,,,,
Wingra,2011-08-15,116.0,,,,,,,,,,,,,,
Wingra,2011-09-13,115.0,,,,,,,,,,,,,,
Wingra,2011-10-03,110.0,,,,,,,,,,,,,,
Wingra,2011-11-21,102.0,,,,,,,,,,,,,,
Wingra,2011-12-12,132.0,,,,,,,,,,,,,,
Wingra,2012-01-09,106.0,,,,,,,,,,,,,,
Wingra,2012-02-07,106.0,,,,,,,,,,,,,,
Wingra,2012-03-15,101.0,,,,,,,,,,,,,,
Wingra,2012-04-24,118.0,,,,,,,,,,,,,,
Wingra,2012-05-30,115.0,,,,,,,,,,,,,,
Wingra,2012-08-02,127.0,,,,,,,,,,,,,,
Wingra,2012-08-20,127.0,,,,,,,,,,,,,,
Wingra,2012-09-24,125.0,,,,,,,,,,,,,,
Wingra,2012-10-30,116.0,,,,,,,,,,,,,,
Wingra,2012-11-28,116.0,,,,,,,,,,,,,,
Wingra,2012-12-17,107.0,,,,,,,,,,,,,,
Wingra,2013-02-04,112.0,,,,,,,,,,,,,,
Wingra,2013-02-18,119.0,,,,,,,,,,,,,,
Wingra,2013-03-14,123.0,,,,,,,,,,,,,,
Wingra,2013-05-08,124.0,,,,,,,,,,,,,,
Wingra,2013-06-19,119.0,,,,,,,,,,,,,,
Wingra,2013-07-16,97.5,,,,,,,,,,,,,,
Wingra,2013-08-14,97.7,,,,,,,,,,,,,,
Wingra,2013-09-10,103.0,,,,,,,,,,,,,,
Wingra,2013-10-24,106.0,,,,,,,,,,,,,,
Wingra,2013-12-02,107.0,,,,,,,,,,,,,,
Wingra,2013-12-18,104.0,,,,,,,,,,,,,,
Wingra,2014-01-30,117.0,,,,,,,,,,,,,,
Wingra,2014-02-13,119.0,,,,,,,,,,,,,,
Wingra,2014-02-19,143.0,,,,,,,,,,,,,,
Wingra,2014-02-24,117.0,,,,,,,,,,,,,,
Wingra,2014-03-13,118.0,,,,,,,,,,,,,,
Wingra,2014-03-20,111.0,,,,,,,,,,,,,,
Wingra,2014-04-17,119.0,,,,,,,,,,,,,,
Wingra,2014-06-25,107.0,,,,,,,,,,,,,,
Wingra,2014-07-17,111.0,,,,,,,,,,,,,,
Wingra,2014-08-14,108.0,,,,,,,,,,,,,,
Wingra,2014-09-08,108.0,,,,,,,,,,,,,,
Wingra,2014-10-29,98.3,,,,,,,,,,,,,,
Wingra,2014-12-11,109.0,,,,,,,,,,,,,,
Wingra,2015-01-27,103.0,,,,,,,,,,,,,,
Wingra,2015-02-17,108.0,,,,,,,,,,,,,,
Wingra,2015-03-05,115.0,,,,,,,,,,,,,,
Wingra,2015-03-10,113.0,,,,,,,,,,,,,,
Wingra,2015-03-17,88.4,,,,,,,,,,,,,,
Wingra,2015-03-27,91.0,,,,,,,,,,,,,,
Wingra,2015-04-01,98.5,,,,,,,,,,,,,,
Wingra,2015-04-09,95.8,,,,,,,,,,,,,,
Wingra,2015-04-23,105.0,,,,,,,,,,,,,,
Wingra,2015-04-27,109.0,,,,,,,,,,,,,,
Wingra,2015-05-12,106.0,,,,,,,,,,,,,,
Wingra,2015-05-27,103.0,,,,,,,,,,,,,,
Wingra,2015-06-02,106.0,,,,,,,,,,,,,,
Wingra,2015-06-10,110.0,,,,,,,,,,,,,,
Wingra,2015-07-01,103.0,,,,,,,,,,,,,,
Wingra,2015-07-08,104.0,,,,,,,,,,,,,,
Wingra,2015-07-16,107.0,,,,,,,,,,,,,,
Wingra,2015-08-04,105.0,,,,,,,,,,,,,,
Wingra,2015-08-18,104.0,,,,,,,,,,,,,,
Wingra,2015-08-24,103.0,,,,,,,,,,,,,,
Wingra,2015-08-31,100.0,,,,,,,,,,,,,,
Wingra,2015-09-03,97.0,,,,,,,,,,,,,,
Wingra,2015-09-18,92.6,,,,,,,,,,,,,,
Wingra,2015-09-24,93.8,,,,,,,,,,,,,,
Wingra,2015-10-08,88.8,,,,,,,,,,,,,,
Wingra,2015-10-15,95.9,,,,,,,,,,,,,,
Wingra,2015-10-26,87.6,,,,,,,,,,,,,,
Wingra,2016-02-25,90.0,,,,,,,,,,,,,,
Wingra,2016-03-29,99.7,,,,,,,,,,,,,,
Wingra,2016-04-12,108.0,,,,,,,,,,,,,,
Wingra,2016-05-23,103.0,,,,,,,,,,,,,,
Wingra,2016-06-28,104.0,,,,,,,,,,,,,,
Wingra,2016-07-26,98.8,,,,,,,,,,,,,,
Wingra,2016-08-22,94.2,,,,,,,,,,,,,,
Wingra,2016-09-26,80.2,,,,,,,,,,,,,,
Wingra,2016-10-24,80.7,,,,,,,,,,,,,,
Wingra,2016-12-01,69.3,,,,,,,,,,,,,,
Wingra,2017-01-30,86.1,,,,,,,,,,,,,,
Wingra,2017-03-06,131.0,,,,,,,,,,,,,,
Wingra,2017-04-18,137.0,,,,,,,,,,,,,,
Wingra,2017-05-31,135.0,,,,,,,,,,,,,,
Wingra,2017-06-26,130.0,,,,,,,,,,,,,,
Wingra,2017-07-24,89.7,,,,,,,,,,,,,,
Wingra,2017-08-23,79.8,,,,,,,,,,,,,,
Wingra,2017-10-02,91.3,,,,,,,,,,,,,,
Wingra,2017-10-19,95.7,,,,,,,,,,,,,,
Wingra,2017-12-19,99.7,,,,,,,,,,,,,,
Wingra,2018-01-30,97.5,,,,,,,,,,,,,,
Wingra,2018-02-27,109.0,,,,,,,,,,,,,,
Wingra,2018-04-30,110.0,,,,,,,,,,,,,,
Wingra,2018-05-29,108.0,,,,,,,,,,,,,,
Wingra,2018-06-28,76.8,,,,,,,,,,,,,,
Wingra,2018-07-24,84.5,,,,,,,,,,,,,,
Wingra,2018-08-27,63.9,,,,,,,,,,,,,,
Wingra,2018-09-11,55.5,,,,,,,,,,,,,,
Wingra,2018-11-27,74.8,,,,,,,,,,,,,,
Wingra,2018-12-18,78.7,,,,,,,,,,,,,,
Wingra,2019-02-26,106.0,,,,,,,,,,,,,,
Wingra,2019-04-03,135.0,,,,,,,,,,,,,,
Wingra,2019-06-03,126.0,,,,,,,,,,,,,,
Wingra,2019-08-08,112.0,,,,,,,,,,,,,,
Wingra,2019-09-16,99.7,,,,,,,,,,,,,,
Wingra,2019-10-17,77.6,,,,,,,,,,,,,,
Wingra,2019-12-03,98.4,,,,,,,,,,,,,,
Wingra,2019-12-19,93.0,,,,,,,,,,,,,,
Wingra,2020-01-30,107.0,,,,,,,,,,,,,,
Wingra,2020-03-16,113.0,,,,,,,,,,,,,,
Wingra,2020-04-01,118.0,,,,,,,,,,,,,,
Wingra,2020-06-15,114.0,,,,,,,,,,,,,,
Wingra,2020-07-13,103.0,,,,,,,,,,,,,,
Wingra,2020-08-13,107.0,,,,,,,,,,,,,,
Wingra,2021-05-13,125.0,,,,,,,,,,,,,,
Wingra,2021-06-17,119.0,,,,,,,,,,,,,,
Wingra,2021-07-22,122.0,,,,,,,,,,,,,,
Wingra,2021-09-23,115.0,,,,,,,,,,,,,,
Wingra,2022-02-01,137.0,,,,,,,,,,,,,,
Wingra,2022-02-28,137.0,,,,,,,,,,,,,,
Wingra,2022-03-29,119.0,,,,,,,,,,,,,,
Wingra,2022-04-21,130.0,,,,,,,,,,,,,,
Wingra,2022-05-23,129.0,,,,,,,,,,,,,,
Wingra,2022-06-27,137.0,,,,,,,,,,,,,,
Wingra,2022-07-26,123.0,,,,,,,,,,,,,,
Wingra,2022-08-15,131.0,,,,,,,,,,,,,,
Wingra,2022-10-27,121.0,,,,,,,,,,,,,,
Wingra,2023-02-02,124.0,,,,,,,,,,,,,,
Wingra,2023-04-10,148.0,,,,,,,,,,,,,,
Wingra,2023-07-03,156.1,,,,,,,,,,,,,,
Wingra,2023-08-30,141.3,,,,,,,,,,,,,,
Wingra,2023-10-02,134.4,,,,,,,,,,,,,,
Wingra,2024-03-12,139.9,,,,,,,,,,,,,,
Wingra,2024-04-10,126.1,,,,,,,,,,,,,,
Wingra,2024-06-27,105.1,,,,,,,,,,,,,,
Wingra,2024-07-17,90.8,,,,,,,,,,,,,,
Wingra,2024-08-28,90.2,,,,,,,,,,,,,,
Wingra,2024-09-18,93.0,,,,,,,,,,,,,,
Monona,1975-01-01,21.8,,,,,,,,,,,,,,
Monona,1975-02-01,23.5,,,,,,,,,,,,,,
Monona,1975-03-01,26.0,,,,,,,,,,,,,,
Monona,1975-04-01,27.2,,,,,,,,,,,,,,
Monona,1975-05-01,25.5,,,,,,,,,,,,,,
Monona,1975-07-01,21.0,,,,,,,,,,,,,,
Monona,1975-08-01,20.5,,,,,,,,,,,,,,
Monona,1975-09-01,21.5,,,,,,,,,,,,,,
Monona,1975-10-01,21.5,,,,,,,,,,,,,,
Monona,1975-11-01,21.5,,,,,,,,,,,,,,
Monona,1975-12-01,21.0,,,,,,,,,,,,,,
Monona,1976-01-02,23.0,,,,,,,,,,,,,,
Monona,1976-02-04,22.0,,,,,,,,,,,,,,
Monona,1976-03-01,23.0,,,,,,,,,,,,,,
Monona,1976-04-02,24.0,,,,,,,,,,,,,,
Monona,1976-05-04,21.0,,,,,,,,,,,,,,
Monona,1976-06-02,22.0,,,,,,,,,,,,,,
Monona,1976-07-01,22.0,,,,,,,,,,,,,,
Monona,1976-08-02,20.0,,,,,,,,,,,,,,
Monona,1976-09-01,22.0,,,,,,,,,,,,,,
Monona,1976-10-04,23.0,,,,,,,,,,,,,,
Monona,1976-11-01,21.0,,,,,,,,,,,,,,
Monona,1976-12-01,25.0,,,,,,,,,,,,,,
Monona,1977-01-04,24.0,,,,,,,,,,,,,,
Monona,1977-02-02,27.0,,,,,,,,,,,,,,
Monona,1977-03-01,26.0,,,,,,,,,,,,,,
Monona,1977-04-01,25.0,,,,,,,,,,,,,,
Monona,1977-05-04,24.0,,,,,,,,,,,,,,
Monona,1977-06-01,22.0,,,,,,,,,,,,,,
Monona,1977-07-01,22.0,,,,,,,,,,,,,,
Monona,1977-08-01,19.0,,,,,,,,,,,,,,
Monona,1977-09-01,23.0,,,,,,,,,,,,,,
Monona,1977-10-01,21.0,,,,,,,,,,,,,,
Monona,1977-11-01,22.0,,,,,,,,,,,,,,
Monona,1977-12-01,24.0,,,,,,,,,,,,,,
Monona,1978-01-01,22.0,,,,,,,,,,,,,,
Monona,1978-02-01,23.0,,,,,,,,,,,,,,
Monona,1978-03-01,25.0,,,,,,,,,,,,,,
Monona,1978-04-01,22.0,,,,,,,,,,,,,,
Monona,1978-05-01,23.0,,,,,,,,,,,,,,
Monona,1978-06-01,22.0,,,,,,,,,,,,,,
Monona,1978-07-01,19.0,,,,,,,,,,,,,,
Monona,1978-08-01,17.0,,,,,,,,,,,,,,
Monona,1978-09-01,34.0,,,,,,,,,,,,,,
Monona,1978-10-01,36.0,,,,,,,,,,,,,,
Monona,1978-11-01,23.0,,,,,,,,,,,,,,
Monona,1978-12-01,21.5,,,,,,,,,,,,,,
Monona,1979-01-01,22.0,,,,,,,,,,,,,,
Monona,1979-02-01,19.5,,,,,,,,,,,,,,
Monona,1979-03-01,24.5,,,,,,,,,,,,,,
Monona,1979-04-01,24.8,,,,,,,,,,,,,,
Monona,1979-05-01,23.5,,,,,,,,,,,,,,
Monona,1979-06-01,23.7,,,,,,,,,,,,,,
Monona,1979-07-01,23.8,,,,,,,,,,,,,,
Monona,1979-08-01,23.9,,,,,,,,,,,,,,
Monona,1979-09-01,23.3,,,,,,,,,,,,,,
Monona,1979-10-01,23.1,,,,,,,,,,,,,,
Monona,1979-11-01,23.1,,,,,,,,,,,,,,
Monona,1979-12-01,22.3,,,,,,,,,,,,,,
Monona,1980-01-01,23.5,,,,,,,,,,,,,,
Monona,1980-02-01,24.4,,,,,,,,,,,,,,
Monona,1980-03-01,25.7,,,,,,,,,,,,,,
Monona,1980-04-01,26.0,,,,,,,,,,,,,,
Monona,1980-05-01,29.0,,,,,,,,,,,,,,
Monona,1980-06-01,25.0,,,,,,,,,,,,,,
Monona,1980-07-01,26.0,,,,,,,,,,,,,,
Monona,1980-08-01,23.0,,,,,,,,,,,,,,
Monona,1980-09-01,27.0,,,,,,,,,,,,,,
Monona,1980-10-01,25.5,,,,,,,,,,,,,,
Monona,1980-11-01,24.0,,,,,,,,,,,,,,
Monona,1980-12-01,24.0,,,,,,,,,,,,,,
Monona,1981-01-01,25.0,,,,,,,,,,,,,,
Monona,1981-02-05,26.0,,,,,,,,,,,,,,
Monona,1981-03-03,24.0,,,,,,,,,,,,,,
Monona,1981-04-01,25.0,,,,,,,,,,,,,,
Monona,1981-05-05,24.0,,,,,,,,,,,,,,
Monona,1981-06-01,26.0,,,,,,,,,,,,,,
Monona,1981-07-07,25.0,,,,,,,,,,,,,,
Monona,1981-08-03,25.0,,,,,,,,,,,,,,
Monona,1981-11-02,23.0,,,,,,,,,,,,,,
Monona,1981-12-01,24.0,,,,,,,,,,,,,,
Monona,1982-01-01,24.5,,,,,,,,,,,,,,
Monona,1982-02-01,26.0,,,,,,,,,,,,,,
Monona,1982-03-01,25.5,,,,,,,,,,,,,,
Monona,1982-04-01,30.5,,,,,,,,,,,,,,
Monona,1982-05-01,26.5,,,,,,,,,,,,,,
Monona,1982-06-01,20.5,,,,,,,,,,,,,,
Monona,1982-07-01,26.0,,,,,,,,,,,,,,
Monona,1982-08-01,26.0,,,,,,,,,,,,,,
Monona,1982-10-01,26.0,,,,,,,,,,,,,,
Monona,1982-11-01,25.0,,,,,,,,,,,,,,
Monona,1982-12-01,23.5,,,,,,,,,,,,,,
Monona,1983-01-01,24.0,,,,,,,,,,,,,,
Monona,1983-02-01,26.0,,,,,,,,,,,,,,
Monona,1983-03-01,24.5,,,,,,,,,,,,,,
Monona,1983-04-01,27.0,,,,,,,,,,,,,,
Monona,1983-05-01,27.0,,,,,,,,,,,,,,
Monona,1983-06-01,25.0,,,,,,,,,,,,,,
Monona,1983-07-01,23.0,,,,,,,,,,,,,,
Monona,1983-08-01,26.5,,,,,,,,,,,,,,
Monona,1983-09-01,25.0,,,,,,,,,,,,,,
Monona,1983-10-01,26.0,,,,,,,,,,,,,,
Monona,1983-11-01,26.0,,,,,,,,,,,,,,
Monona,1983-12-01,25.0,,,,,,,,,,,,,,
Monona,1984-01-03,28.0,,,,,,,,,,,,,,
Monona,1984-02-01,28.0,,,,,,,,,,,,,,
Monona,1984-03-01,26.0,,,,,,,,,,,,,,
Monona,1984-04-02,25.0,,,,,,,,,,,,,,
Monona,1984-05-01,30.2,,,,,,,,,,,,,,
Monona,1984-06-04,27.6,,,,,,,,,,,,,,
Monona,1984-07-02,26.0,,,,,,,,,,,,,,
Monona,1984-08-01,26.0,,,,,,,,,,,,,,
Monona,1984-09-04,24.0,,,,,,,,,,,,,,
Monona,1984-10-01,26.0,,,,,,,,,,,,,,
Monona,1984-11-01,24.0,,,,,,,,,,,,,,
Monona,1984-12-03,26.0,,,,,,,,,,,,,,
Monona,1985-01-02,26.0,,,,,,,,,,,,,,
Monona,1985-02-04,27.0,,,,,,,,,,,,,,
Monona,1985-03-06,27.0,,,,,,,,,,,,,,
Monona,1985-04-01,30.0,,,,,,,,,,,,,,
Monona,1985-05-01,27.0,,,,,,,,,,,,,,
Monona,1985-06-03,26.5,,,,,,,,,,,,,,
Monona,1985-07-01,32.0,,,,,,,,,,,,,,
Monona,1985-08-01,28.0,,,,,,,,,,,,,,
Monona,1985-09-03,28.0,,,,,,,,,,,,,,
Monona,1985-10-01,26.0,,,,,,,,,,,,,,
Monona,1985-11-04,29.0,,,,,,,,,,,,,,
Monona,1985-12-04,26.0,,,,,,,,,,,,,,
Monona,1986-01-02,28.0,,,,,,,,,,,,,,
Monona,1986-02-03,27.0,,,,,,,,,,,,,,
Monona,1986-03-03,28.0,,,,,,,,,,,,,,
Monona,1986-04-01,26.0,,,,,,,,,,,,,,
Monona,1986-05-01,29.0,,,,,,,,,,,,,,
Monona,1986-06-02,32.5,,,,,,,,,,,,,,
Monona,1986-07-01,30.0,,,,,,,,,,,,,,
Monona,1986-08-04,28.4,,,,,,,,,,,,,,
Monona,1986-09-02,29.0,,,,,,,,,,,,,,
Monona,1986-10-01,29.2,,,,,,,,,,,,,,
Monona,1986-11-03,29.2,,,,,,,,,,,,,,
Monona,1986-12-02,29.4,,,,,,,,,,,,,,
Monona,1987-01-05,27.8,,,,,,,,,,,,,,
Monona,1987-02-02,31.0,,,,,,,,,,,,,,
Monona,1987-03-02,27.3,,,,,,,,,,,,,,
Monona,1987-04-02,29.7,,,,,,,,,,,,,,
Monona,1987-05-04,28.3,,,,,,,,,,,,,,
Monona,1987-06-01,29.2,,,,,,,,,,,,,,
Monona,1987-07-01,28.1,,,,,,,,,,,,,,
Monona,1987-08-03,31.0,,,,,,,,,,,,,,
Monona,1987-09-01,29.4,,,,,,,,,,,,,,
Monona,1987-10-01,31.0,,,,,,,,,,,,,,
Monona,1987-11-03,30.0,,,,,,,,,,,,,,
Monona,1987-12-01,29.2,,,,,,,,,,,,,,
Monona,1988-01-04,32.0,,,,,,,,,,,,,,
Monona,1988-02-02,30.6,,,,,,,,,,,,,,
Monona,1988-03-02,32.3,,,,,,,,,,,,,,
Monona,1988-04-04,34.3,,,,,,,,,,,,,,
Monona,1988-05-02,33.8,,,,,,,,,,,,,,
Monona,1988-06-01,36.4,,,,,,,,,,,,,,
Monona,1988-07-05,33.6,,,,,,,,,,,,,,
Monona,1988-08-01,35.8,,,,,,,,,,,,,,
Monona,1988-09-06,37.5,,,,,,,,,,,,,,
Monona,1988-10-03,35.2,,,,,,,,,,,,,,
Monona,1988-11-01,32.2,,,,,,,,,,,,,,
Monona,1988-12-05,32.6,,,,,,,,,,,,,,
Monona,1989-01-09,36.2,,,,,,,,,,,,,,
Monona,1989-02-02,38.2,,,,,,,,,,,,,,
Monona,1989-03-01,39.4,,,,,,,,,,,,,,
Monona,1989-04-03,37.8,,,,,,,,,,,,,,
Monona,1989-05-01,39.4,,,,,,,,,,,,,,
Monona,1989-06-01,38.4,,,,,,,,,,,,,,
Monona,1989-07-05,38.2,,,,,,,,,,,,,,
Monona,1989-08-01,35.8,,,,,,,,,,,,,,
Monona,1989-09-05,33.0,,,,,,,,,,,,,,
Monona,1989-10-02,39.2,,,,,,,,,,,,,,
Monona,1989-11-01,37.9,,,,,,,,,,,,,,
Monona,1989-12-01,37.5,,,,,,,,,,,,,,
Monona,1990-01-03,40.0,,,,,,,,,,,,,,
Monona,1990-02-01,42.1,,,,,,,,,,,,,,
Monona,1990-03-07,43.7,,,,,,,,,,,,,,
Monona,1990-04-02,38.3,,,,,,,,,,,,,,
Monona,1990-05-01,40.2,,,,,,,,,,,,,,
Monona,1990-06-04,39.1,,,,,,,,,,,,,,
Monona,1990-07-02,32.0,,,,,,,,,,,,,,
Monona,1990-08-01,36.1,,,,,,,,,,,,,,
Monona,1990-09-01,36.9,,,,,,,,,,,,,,
Monona,1990-11-07,31.4,,,,,,,,,,,,,,
Monona,1990-12-05,32.5,,,,,,,,,,,,,,
Monona,1991-01-03,35.4,,,,,,,,,,,,,,
Monona,1991-02-04,38.2,,,,,,,,,,,,,,
Monona,1991-03-13,38.7,,,,,,,,,,,,,,
Monona,1991-04-01,45.4,,,,,,,,,,,,,,
Monona,1991-05-01,42.2,,,,,,,,,,,,,,
Monona,1991-06-03,39.1,,,,,,,,,,,,,,
Monona,1991-07-02,37.3,,,,,,,,,,,,,,
Monona,1991-08-05,43.2,,,,,,,,,,,,,,
Monona,1991-09-03,42.2,,,,,,,,,,,,,,
Monona,1991-10-03,40.2,,,,,,,,,,,,,,
Monona,1991-11-04,41.4,,,,,,,,,,,,,,
Monona,1991-12-02,37.5,,,,,,,,,,,,,,
Monona,1992-01-01,38.3,,,,,,,,,,,,,,
Monona,1992-02-01,43.2,,,,,,,,,,,,,,
Monona,1992-03-01,36.5,,,,,,,,,,,,,,
Monona,1992-04-01,40.7,,,,,,,,,,,,,,
Monona,1992-05-01,39.3,,,,,,,,,,,,,,
Monona,1992-06-01,39.5,,,,,,,,,,,,,,
Monona,1992-07-01,42.5,,,,,,,,,,,,,,
Monona,1992-08-01,41.2,,,,,,,,,,,,,,
Monona,1992-09-01,40.5,,,,,,,,,,,,,,
Monona,1992-10-01,41.3,,,,,,,,,,,,,,
Monona,1992-11-01,39.4,,,,,,,,,,,,,,
Monona,1992-12-01,38.8,,,,,,,,,,,,,,
Monona,1993-02-01,41.3,,,,,,,,,,,,,,
Monona,1993-03-01,37.0,,,,,,,,,,,,,,
Monona,1993-07-01,41.3,,,,,,,,,,,,,,
Monona,1993-10-01,37.7,,,,,,,,,,,,,,
Monona,1993-11-01,36.8,,,,,,,,,,,,,,
Monona,1993-12-01,38.7,,,,,,,,,,,,,,
Monona,1994-02-22,39.3,,,,,,,,,,,,,,
Monona,1994-03-17,40.8,,,,,,,,,,,,,,
Monona,1994-06-07,40.4,,,,,,,,,,,,,,
Monona,1994-07-26,39.3,,,,,,,,,,,,,,
Monona,1994-08-09,41.3,,,,,,,,,,,,,,
Monona,1994-09-29,39.0,,,,,,,,,,,,,,
Monona,1994-10-13,38.8,,,,,,,,,,,,,,
Monona,1994-11-17,36.6,,,,,,,,,,,,,,
Monona,1994-12-19,38.3,,,,,,,,,,,,,,
Monona,1995-01-01,38.3,,,,,,,,,,,,,,
Monona,1995-03-01,37.6,,,,,,,,,,,,,,
Monona,1995-04-01,39.6,,,,,,,,,,,,,,
Monona,1995-05-01,39.5,,,,,,,,,,,,,,
Monona,1995-06-01,39.2,,,,,,,,,,,,,,
Monona,1995-07-01,39.9,,,,,,,,,,,,,,
Monona,1995-08-01,39.5,,,,,,,,,,,,,,
Monona,1995-09-01,38.7,,,,,,,,,,,,,,
Monona,1995-10-01,38.6,,,,,,,,,,,,,,
Monona,1996-01-23,42.2,,,,,,,,,,,,,,
Monona,1996-03-04,41.2,,,,,,,,,,,,,,
Monona,1996-04-10,45.2,,,,,,,,,,,,,,
Monona,1996-05-13,46.0,,,,,,,,,,,,,,
Monona,1996-06-27,39.9,,,,,,,,,,,,,,
Monona,1996-09-24,41.1,,,,,,,,,,,,,,
Monona,1996-11-26,44.4,,,,,,,,,,,,,,
Monona,1996-12-16,43.6,,,,,,,,,,,,,,
Monona,1997-01-08,46.7,,,,,,,,,,,,,,
Monona,1997-02-06,44.5,,,,,,,,,,,,,,
Monona,1997-03-12,46.3,,,,,,,,,,,,,,
Monona,1997-04-04,56.9,,,,,,,,,,,,,,
Monona,1997-05-12,35.6,,,,,,,,,,,,,,
Monona,1997-06-23,48.0,,,,,,,,,,,,,,
Monona,1997-07-24,41.8,,,,,,,,,,,,,,
Monona,1997-09-30,49.9,,,,,,,,,,,,,,
Monona,1997-11-11,49.9,,,,,,,,,,,,,,
Monona,1998-06-23,43.8,,,,,,,,,,,,,,
Monona,1998-07-15,42.6,,,,,,,,,,,,,,
Monona,1998-09-01,40.1,,,,,,,,,,,,,,
Monona,1998-10-08,40.4,,,,,,,,,,,,,,
Monona,1998-12-02,40.5,,,,,,,,,,,,,,
Monona,1999-02-15,43.2,,,,,,,,,,,,,,
Monona,1999-03-04,42.0,,,,,,,,,,,,,,
Monona,1999-05-04,45.8,,,,,,,,,,,,,,
Monona,1999-07-27,40.5,,,,,,,,,,,,,,
Monona,1999-08-30,41.0,,,,,,,,,,,,,,
Monona,1999-09-20,42.2,,,,,,,,,,,,,,
Monona,1999-10-27,42.8,,,,,,,,,,,,,,
Monona,1999-12-07,42.2,,,,,,,,,,,,,,
Monona,2000-02-28,41.3,,,,,,,,,,,,,,
Monona,2000-04-28,45.3,,,,,,,,,,,,,,
Monona,2000-05-26,45.1,,,,,,,,,,,,,,
Monona,2000-06-27,39.0,,,,,,,,,,,,,,
Monona,2000-07-12,37.5,,,,,,,,,,,,,,
Monona,2000-08-07,36.9,,,,,,,,,,,,,,
Monona,2000-09-05,36.3,,,,,,,,,,,,,,
Monona,2000-10-30,41.4,,,,,,,,,,,,,,
Monona,2000-11-28,42.1,,,,,,,,,,,,,,
Monona,2001-01-23,42.2,,,,,,,,,,,,,,
Monona,2001-03-22,44.0,,,,,,,,,,,,,,
Monona,2001-04-03,45.3,,,,,,,,,,,,,,
Monona,2001-05-30,46.5,,,,,,,,,,,,,,
Monona,2001-05-30,46.7,,,,,,,,,,,,,,
Monona,2001-06-26,45.5,,,,,,,,,,,,,,
Monona,2001-07-30,45.1,,,,,,,,,,,,,,
Monona,2001-10-30,40.7,,,,,,,,,,,,,,
Monona,2001-11-29,43.0,,,,,,,,,,,,,,
Monona,2001-12-11,43.3,,,,,,,,,,,,,,
Monona,2002-01-28,43.8,,,,,,,,,,,,,,
