Date,Lake,Chloride.mgL
4/1/1988,Wingra,64.2
5/1/1988,Wingra,67.4
6/1/1988,Wingra,71.5
7/1/1988,Wingra,73.8
8/1/1988,Wingra,75.8
9/1/1988,Wingra,79
10/1/1988,Wingra,76.2
11/1/1988,Wingra,74.3
12/1/1988,Wingra,67.3
1/1/1989,Wingra,76.2
2/1/1989,Wingra,76.4
3/1/1989,Wingra,83.2
4/1/1989,Wingra,87
5/1/1989,Wingra,84
6/1/1989,Wingra,85
7/1/1989,Wingra,89
8/1/1989,Wingra,82.6
9/1/1989,Wingra,80.4
10/1/1989,Wingra,80.5
11/1/1989,Wingra,77
12/1/1989,Wingra,86.3
1/1/1990,Wingra,98.5
2/1/1990,Wingra,92.9
3/1/1990,Wingra,91.8
4/1/1990,Wingra,78.4
5/1/1990,Wingra,82.8
6/1/1990,Wingra,77.2
7/1/1990,Wingra,73.6
8/1/1990,Wingra,72.4
9/1/1990,Wingra,72.6
11/1/1990,Wingra,96.5
12/1/1990,Wingra,110.6
1/1/1991,Wingra,96.1
2/1/1991,Wingra,110.3
3/1/1991,Wingra,70.4
4/1/1991,Wingra,72.2
5/1/1991,Wingra,72
6/1/1991,Wingra,74.8
7/1/1991,Wingra,72.1
8/1/1991,Wingra,99.2
9/1/1991,Wingra,66.2
10/1/1991,Wingra,63.6
11/1/1991,Wingra,58.2
12/1/1991,Wingra,56.1
1/1/1992,Wingra,62.9
2/1/1992,Wingra,56.5
3/1/1992,Wingra,63.1
4/1/1992,Wingra,67.9
5/1/1992,Wingra,70.4
6/1/1992,Wingra,72.9
7/1/1992,Wingra,77.8
8/1/1992,Wingra,61.5
9/1/1992,Wingra,70.8
10/1/1992,Wingra,62.5
11/1/1992,Wingra,67.3
12/1/1992,Wingra,59.9
2/1/1993,Wingra,73.8
3/1/1993,Wingra,73.8
7/1/1993,Wingra,67.1
10/1/1993,Wingra,52.3
11/1/1993,Wingra,60
12/1/1993,Wingra,67.3
2/1/1994,Wingra,64.5
3/1/1994,Wingra,78.8
6/1/1994,Wingra,82
7/1/1994,Wingra,80.1
8/1/1994,Wingra,82.4
10/1/1994,Wingra,68.8
11/1/1994,Wingra,69.5
12/1/1994,Wingra,75.4
1/1/1995,Wingra,70.9
3/1/1995,Wingra,65.7
4/1/1995,Wingra,70.8
5/1/1995,Wingra,66.6
6/1/1995,Wingra,67.3
7/1/1995,Wingra,75
8/1/1995,Wingra,68.5
9/1/1995,Wingra,73.2
10/1/1995,Wingra,69.3
1/1/1996,Wingra,76.4
3/1/1996,Wingra,74.7
4/1/1996,Wingra,88.1
5/1/1996,Wingra,88.9
5/2/1996,Wingra,97.14
6/1/1996,Wingra,57.2
8/7/1996,Wingra,75.61
11/7/1996,Wingra,68.57
12/1/1996,Wingra,73.6
1/1/1997,Wingra,76.6
2/1/1997,Wingra,77.4
3/1/1997,Wingra,92.7
4/1/1997,Wingra,118.5
5/1/1997,Wingra,88.8
6/1/1997,Wingra,102
7/1/1997,Wingra,47.4
8/19/1997,Wingra,92.66
9/1/1997,Wingra,99.7
11/20/1997,Wingra,92.62
1/1/1998,Wingra,93.4
2/1/1998,Wingra,90.9
4/1/1998,Wingra,83.9
4/23/1998,Wingra,86.7
6/1/1998,Wingra,78
7/1/1998,Wingra,66.4
8/7/1998,Wingra,70.43
9/1/1998,Wingra,70.8
10/1/1998,Wingra,65
12/1/1998,Wingra,67.5
2/1/1999,Wingra,71.9
3/1/1999,Wingra,75.8
4/13/1999,Wingra,91.48
5/1/1999,Wingra,81.2
7/1/1999,Wingra,76.4
7/9/1999,Wingra,80.39
8/1/1999,Wingra,76.5
9/1/1999,Wingra,79.8
10/1/1999,Wingra,73.4
10/25/1999,Wingra,79.26
12/1/1999,Wingra,75
1/1/2000,Wingra,81.3
2/1/2000,Wingra,64.7
4/1/2000,Wingra,81.4
4/12/2000,Wingra,86.68
5/1/2000,Wingra,77
6/1/2000,Wingra,59.4
7/1/2000,Wingra,59.9
7/4/2000,Wingra,61.1
8/1/2000,Wingra,60.4
9/1/2000,Wingra,60.6
10/1/2000,Wingra,64.2
10/23/2000,Wingra,63.77
11/1/2000,Wingra,67.2
1/1/2001,Wingra,74.3
1/8/2001,Wingra,67.48
2/1/2001,Wingra,81
3/1/2001,Wingra,83.7
4/1/2001,Wingra,94
4/23/2001,Wingra,94.14
5/1/2001,Wingra,95.1
6/1/2001,Wingra,92.1
7/1/2001,Wingra,90.5
8/1/2001,Wingra,88.87
10/1/2001,Wingra,68.6
10/25/2001,Wingra,60.64
11/1/2001,Wingra,69.2
12/1/2001,Wingra,69.7
1/2/2002,Wingra,75.7
2/2/2002,Wingra,68.5
3/2/2002,Wingra,80.8
4/2/2002,Wingra,81.8
4/22/2002,Wingra,77.65
5/2/2002,Wingra,82.3
6/2/2002,Wingra,74.6
7/2/2002,Wingra,78.2
7/18/2002,Wingra,82.05
8/2/2002,Wingra,84.2
9/2/2002,Wingra,84.2
10/2/2002,Wingra,82.8
10/24/2002,Wingra,82.35
11/2/2002,Wingra,41.9
12/2/2002,Wingra,90.7
1/3/2003,Wingra,85.7
1/28/2003,Wingra,96.7
2/3/2003,Wingra,92.2
3/3/2003,Wingra,81.2
4/3/2003,Wingra,89.3
4/17/2003,Wingra,91.61
5/3/2003,Wingra,90.2
6/3/2003,Wingra,94.2
7/3/2003,Wingra,89.3
8/3/2003,Wingra,94.9
8/7/2003,Wingra,93.5
9/3/2003,Wingra,96.6
10/3/2003,Wingra,88.3
11/3/2003,Wingra,77.5
11/6/2003,Wingra,83.61
12/3/2003,Wingra,79.2
1/4/2004,Wingra,84.7
2/4/2004,Wingra,92.8
2/9/2004,Wingra,88.24
3/4/2004,Wingra,90.4
4/4/2004,Wingra,93
4/15/2004,Wingra,92.18
5/4/2004,Wingra,94.1
6/4/2004,Wingra,68.3
7/4/2004,Wingra,66.3
8/4/2004,Wingra,67.8
8/4/2004,Wingra,66.03
9/4/2004,Wingra,68.4
10/4/2004,Wingra,69.3
11/4/2004,Wingra,70.9
11/8/2004,Wingra,73.64
12/4/2004,Wingra,69.4
1/5/2005,Wingra,81.7
2/5/2005,Wingra,90
2/9/2005,Wingra,104.79
3/5/2005,Wingra,98.6
4/5/2005,Wingra,106
4/11/2005,Wingra,110.48
5/5/2005,Wingra,111
6/5/2005,Wingra,107
7/5/2005,Wingra,107
8/4/2005,Wingra,113.24
8/5/2005,Wingra,111
9/5/2005,Wingra,111
10/5/2005,Wingra,112
10/26/2005,Wingra,112.43
11/5/2005,Wingra,108
12/5/2005,Wingra,115
1/6/2006,Wingra,108
2/6/2006,Wingra,105
2/22/2006,Wingra,112.57
3/6/2006,Wingra,104
4/19/2006,Wingra,105.84
5/6/2006,Wingra,88.7
6/6/2006,Wingra,90
7/6/2006,Wingra,92
8/6/2006,Wingra,85.5
8/9/2006,Wingra,85.42
9/6/2006,Wingra,71.5
10/6/2006,Wingra,72.3
11/2/2006,Wingra,76.15
11/6/2006,Wingra,73
12/6/2006,Wingra,73
1/7/2007,Wingra,77.3
2/7/2007,Wingra,83.6
3/7/2007,Wingra,73
3/8/2007,Wingra,76.93
4/7/2007,Wingra,83.9
4/18/2007,Wingra,84.75
6/7/2007,Wingra,88.5
7/7/2007,Wingra,92.1
8/8/2007,Wingra,90.41
9/7/2007,Wingra,62.5
10/7/2007,Wingra,68.8
10/31/2007,Wingra,69.99
11/7/2007,Wingra,74.1
1/8/2008,Wingra,74.6
2/8/2008,Wingra,89.1
2/18/2008,Wingra,91.87
3/8/2008,Wingra,94.9
4/8/2008,Wingra,81.7
4/15/2008,Wingra,101.32
5/8/2008,Wingra,99.3
6/8/2008,Wingra,80.4
7/8/2008,Wingra,76.1
8/6/2008,Wingra,78.25
8/8/2008,Wingra,80.3
9/8/2008,Wingra,85.1
10/8/2008,Wingra,76.9
11/3/2008,Wingra,79.93
11/8/2008,Wingra,89.1
12/8/2008,Wingra,85.5
1/9/2009,Wingra,102
2/9/2009,Wingra,57.3
2/16/2009,Wingra,19.89
3/9/2009,Wingra,87.6
4/9/2009,Wingra,112
4/13/2009,Wingra,106.88
5/9/2009,Wingra,106
6/9/2009,Wingra,94.1
8/3/2009,Wingra,99.88
11/4/2009,Wingra,26.57
11/9/2009,Wingra,88.6
12/9/2009,Wingra,90.2
1/10/2010,Wingra,87.6
2/5/2010,Wingra,110.23
2/10/2010,Wingra,108
3/10/2010,Wingra,57.2
4/10/2010,Wingra,91.3
4/14/2010,Wingra,96.82
5/10/2010,Wingra,99.2
6/10/2010,Wingra,85.9
7/10/2010,Wingra,82.5
8/5/2010,Wingra,73.88
8/10/2010,Wingra,72.8
9/10/2010,Wingra,66.7
10/10/2010,Wingra,67.1
11/10/2010,Wingra,71.5
11/10/2010,Wingra,75.33
12/10/2010,Wingra,76.7
1/11/2011,Wingra,91.6
1/27/2011,Wingra,94.02
2/11/2011,Wingra,87.7
3/11/2011,Wingra,93
4/11/2011,Wingra,108
5/11/2011,Wingra,109
5/18/2011,Wingra,116.07
6/11/2011,Wingra,111
7/11/2011,Wingra,117
8/10/2011,Wingra,120.04
8/11/2011,Wingra,116
9/11/2011,Wingra,115
10/11/2011,Wingra,110
11/1/2011,Wingra,114.25
11/11/2011,Wingra,102
12/11/2011,Wingra,132
1/12/2012,Wingra,106
2/12/2012,Wingra,106
2/16/2012,Wingra,114.75
3/12/2012,Wingra,101
4/12/2012,Wingra,118
4/18/2012,Wingra,118.3
5/12/2012,Wingra,115
8/8/2012,Wingra,123.02
8/12/2012,Wingra,127
9/12/2012,Wingra,125
10/12/2012,Wingra,116
10/30/2012,Wingra,116.25
11/12/2012,Wingra,116
12/12/2012,Wingra,107
2/13/2013,Wingra,116
2/25/2013,Wingra,135.03
3/13/2013,Wingra,123
4/30/2013,Wingra,73.19
5/13/2013,Wingra,124
6/13/2013,Wingra,119
7/13/2013,Wingra,97.5
8/8/2013,Wingra,95.25
8/13/2013,Wingra,97.7
9/13/2013,Wingra,103
10/13/2013,Wingra,106
10/31/2013,Wingra,102.13
1/14/2014,Wingra,117
2/14/2014,Wingra,117
3/14/2014,Wingra,111
4/14/2014,Wingra,119
5/2/2014,Wingra,123.75
6/14/2014,Wingra,107
7/14/2014,Wingra,111
8/6/2014,Wingra,103.82
8/14/2014,Wingra,108
9/14/2014,Wingra,108
10/14/2014,Wingra,98.3
11/3/2014,Wingra,100
12/13/2014,Wingra,106
12/14/2014,Wingra,109
1/15/2015,Wingra,103
1/28/2015,Wingra,115.16
2/15/2015,Wingra,108
3/15/2015,Wingra,102
4/15/2015,Wingra,102
4/17/2015,Wingra,111.63
5/15/2015,Wingra,105
6/15/2015,Wingra,108
7/15/2015,Wingra,105
8/5/2015,Wingra,106.49
8/15/2015,Wingra,103
9/15/2015,Wingra,94.5
10/15/2015,Wingra,90.8
11/9/2015,Wingra,94.33
2/5/2016,Wingra,88.6
2/16/2016,Wingra,90
3/16/2016,Wingra,99.7
4/14/2016,Wingra,106.96
4/16/2016,Wingra,108
6/16/2016,Wingra,104
7/16/2016,Wingra,98.8
8/3/2016,Wingra,77.46
8/16/2016,Wingra,94.2
9/16/2016,Wingra,80.2
10/16/2016,Wingra,80.7
11/1/2016,Wingra,75.74
12/16/2016,Wingra,69.3
1/17/2017,Wingra,86.1
2/16/2017,Wingra,106.4
3/17/2017,Wingra,131
4/17/2017,Wingra,137
4/18/2017,Wingra,148.12
5/17/2017,Wingra,135
6/17/2017,Wingra,130
7/17/2017,Wingra,89.7
8/9/2017,Wingra,81
8/17/2017,Wingra,79.8
10/17/2017,Wingra,93.5
10/31/2017,Wingra,95
12/17/2017,Wingra,99.7
1/18/2018,Wingra,97.5
2/18/2018,Wingra,109
2/26/2018,Wingra,68.46
4/18/2018,Wingra,110
4/26/2018,Wingra,121.94
5/18/2018,Wingra,108
6/18/2018,Wingra,76.8
7/18/2018,Wingra,84.5
8/9/2018,Wingra,90.66
8/18/2018,Wingra,63.9
9/18/2018,Wingra,55.5
11/1/2018,Wingra,71.62
11/18/2018,Wingra,74.8
12/18/2018,Wingra,78.7
2/19/2019,Wingra,106
3/1/2019,Wingra,108.8
4/18/2019,Wingra,141.49
4/19/2019,Wingra,135
6/19/2019,Wingra,126
8/7/2019,Wingra,117.06
8/19/2019,Wingra,112
9/19/2019,Wingra,99.7
10/19/2019,Wingra,77.6
10/30/2019,Wingra,86.77
12/19/2019,Wingra,95.7
2/24/2021,Wingra,127.88
4/15/2021,Wingra,125.9
5/12/2021,Wingra,128.09
8/11/2021,Wingra,118.32
11/10/2021,Wingra,117.62
2/9/2022,Wingra,160.62
5/18/2022,Wingra,138.33
8/12/2022,Wingra,117.9
11/3/2022,Wingra,112.3
2/2/2023,Wingra,124
4/10/2023,Wingra,148
7/3/2023,Wingra,156.1
8/30/2023,Wingra,141.3
10/2/2023,Wingra,134.4
3/12/2024,Wingra,139.9
4/10/2024,Wingra,126.1
6/27/2024,Wingra,105.1
7/17/2024,Wingra,90.8
8/28/2024,Wingra,90.2
9/18/2024,Wingra,93
10/29/2024,Wingra,100
