time,year,month,sampledate,CL.mean,CL.max,CL.min,scenario,reduction
793,2029,7,2029-07-01,109.10120739235494,142.36072702610943,87.77596837582747,25% Reduction,25%
794,2029,8,2029-08-01,107.12123086946563,138.7136414415765,86.98281077146503,25% Reduction,25%
795,2029,9,2029-09-01,104.27352716346971,132.47780172222102,81.92038807375486,25% Reduction,25%
796,2029,10,2029-10-01,100.84221419373522,126.24081543620039,80.08504983050942,25% Reduction,25%
797,2029,11,2029-11-01,97.90983721782274,119.30426427861697,79.06171140673897,25% Reduction,25%
798,2029,12,2029-12-01,97.91430555295142,118.08865834418998,79.84520049144842,25% Reduction,25%
799,2030,1,2030-01-01,103.99137606237022,125.55618968949666,86.37350340602102,25% Reduction,25%
800,2030,2,2030-02-01,110.72895352430395,132.4350067396566,93.67086320235451,25% Reduction,25%
801,2030,3,2030-03-01,112.60516913169266,136.15750444522484,90.71665054392227,25% Reduction,25%
802,2030,4,2030-04-01,109.5486626555844,130.52784026231728,90.01112734023218,25% Reduction,25%
803,2030,5,2030-05-01,105.16535894602924,126.17076113906938,86.18165896511958,25% Reduction,25%
804,2030,6,2030-06-01,102.20597199988366,126.17076113906938,83.55210720457846,25% Reduction,25%
805,2030,7,2030-07-01,100.13348516978722,126.17076113906938,81.96703337916122,25% Reduction,25%
806,2030,8,2030-08-01,98.85919998244583,126.17076113906938,80.56085007842104,25% Reduction,25%
807,2030,9,2030-09-01,96.7263839573121,120.24041246811315,79.01336930199565,25% Reduction,25%
808,2030,10,2030-10-01,94.53470819114841,118.65576401709349,76.97983951806198,25% Reduction,25%
809,2030,11,2030-11-01,92.42921444788075,116.39952504622151,76.05451650036481,25% Reduction,25%
810,2030,12,2030-12-01,96.91080245407659,120.42109242252275,81.7754377486891,25% Reduction,25%
811,2031,1,2031-01-01,102.39474600486746,125.63509713537869,88.15099777565912,25% Reduction,25%
812,2031,2,2031-02-01,105.48335557926418,128.9159935159696,90.579748076977,25% Reduction,25%
813,2031,3,2031-03-01,107.94124204100923,133.59807815938214,89.39647564259778,25% Reduction,25%
814,2031,4,2031-04-01,105.26698070544387,135.7881547787677,85.12881502775716,25% Reduction,25%
815,2031,5,2031-05-01,101.66971858856691,121.43551435160775,83.5104776737843,25% Reduction,25%
816,2031,6,2031-06-01,98.6941427600559,117.12046892366376,81.27142294646949,25% Reduction,25%
817,2031,7,2031-07-01,96.76307131754533,117.12046892366376,78.70147043824078,25% Reduction,25%
818,2031,8,2031-08-01,95.34542427918319,115.90330683423963,78.05317277083037,25% Reduction,25%
819,2031,9,2031-09-01,93.21690441755264,113.18512503903189,77.65360966270357,25% Reduction,25%
820,2031,10,2031-10-01,91.43634484157998,112.39223065304468,76.81615117073217,25% Reduction,25%
821,2031,11,2031-11-01,91.63516771276235,112.46816340597113,77.50297553471677,25% Reduction,25%
822,2031,12,2031-12-01,93.4825756161997,112.93880956495974,79.43088055548382,25% Reduction,25%
823,2032,1,2032-01-01,98.62081704852311,117.18478708593123,83.63622985508533,25% Reduction,25%
824,2032,2,2032-02-01,106.24858131311481,125.69656739357782,90.14941544477065,25% Reduction,25%
825,2032,3,2032-03-01,109.86814740499793,129.184380255041,92.65929208834369,25% Reduction,25%
826,2032,4,2032-04-01,110.2997978422386,136.10519879001575,89.67119611892052,25% Reduction,25%
827,2032,5,2032-05-01,108.86203451779734,139.71408448345034,86.32477426779899,25% Reduction,25%
828,2032,6,2032-06-01,105.08041224424701,139.71408448345034,79.81404673726814,25% Reduction,25%
829,2032,7,2032-07-01,102.39716881307228,139.71408448345034,76.66856413129393,25% Reduction,25%
830,2032,8,2032-08-01,100.8703234603609,139.71408448345034,76.66856413129393,25% Reduction,25%
831,2032,9,2032-09-01,98.89015092266128,139.71408448345034,75.90049935992053,25% Reduction,25%
832,2032,10,2032-10-01,96.29901079945525,134.79193469266795,73.90297073964388,25% Reduction,25%
833,2032,11,2032-11-01,94.87040849530088,132.1259252758442,75.2087394590998,25% Reduction,25%
834,2032,12,2032-12-01,100.23818872616879,134.70886284365147,82.78303547424419,25% Reduction,25%
835,2033,1,2033-01-01,105.85520109515063,136.91068182424243,84.07589673934199,25% Reduction,25%
836,2033,2,2033-02-01,109.57645989684553,143.0640266517017,85.43740821814937,25% Reduction,25%
837,2033,3,2033-03-01,111.90450506765713,142.90187761977745,92.87104986055685,25% Reduction,25%
838,2033,4,2033-04-01,110.03683786972174,136.01701923727435,87.25417216775003,25% Reduction,25%
839,2033,5,2033-05-01,107.10421769757191,137.12675370555638,85.40418455138047,25% Reduction,25%
840,2033,6,2033-06-01,103.81214001606331,129.55451538345304,85.40418455138047,25% Reduction,25%
841,2033,7,2033-07-01,101.71094647215925,123.70121074399344,81.58594146798661,25% Reduction,25%
842,2033,8,2033-08-01,100.2513416166432,123.70121074399344,79.06700875046207,25% Reduction,25%
843,2033,9,2033-09-01,97.89802396937274,120.21293238627561,78.47162122441625,25% Reduction,25%
844,2033,10,2033-10-01,95.89463292126217,120.91423871039188,77.86887430248122,25% Reduction,25%
845,2033,11,2033-11-01,95.34644040117301,119.49300291370247,79.39387447678158,25% Reduction,25%
846,2033,12,2033-12-01,99.42845236108728,124.60637377073431,85.26115032384328,25% Reduction,25%
847,2034,1,2034-01-01,109.33362817661761,135.2853311596574,93.32681806870598,25% Reduction,25%
848,2034,2,2034-02-01,121.68110321788724,150.34866343476475,101.16481710455486,25% Reduction,25%
849,2034,3,2034-03-01,128.312789050136,164.85086664322858,103.51215495489313,25% Reduction,25%
850,2034,4,2034-04-01,124.38978435146116,163.75016895774255,97.71244046942208,25% Reduction,25%
851,2034,5,2034-05-01,118.30248048471165,158.97077849496472,96.12265174263335,25% Reduction,25%
852,2034,6,2034-06-01,113.79163635439845,148.58687148891966,88.9194017643523,25% Reduction,25%
853,2034,7,2034-07-01,110.93224770437034,145.31491877652593,86.91059627462862,25% Reduction,25%
854,2034,8,2034-08-01,109.07770259675576,145.31491877652593,85.4302781273793,25% Reduction,25%
855,2034,9,2034-09-01,105.60331682446328,140.4956291982694,83.78520487216635,25% Reduction,25%
856,2034,10,2034-10-01,102.42799259904804,135.13107584938393,83.38190768904859,25% Reduction,25%
857,2034,11,2034-11-01,101.25016345939397,129.23513880613658,84.12456892087162,25% Reduction,25%
858,2034,12,2034-12-01,102.06178511908968,128.4277883588424,86.21552003511229,25% Reduction,25%
859,2035,1,2035-01-01,107.48944014902493,134.0981453210166,91.1470132959509,25% Reduction,25%
860,2035,2,2035-02-01,114.53145627289229,143.6641533401248,93.51223822094543,25% Reduction,25%
861,2035,3,2035-03-01,115.42068648072004,148.17887680128197,93.13916762198997,25% Reduction,25%
862,2035,4,2035-04-01,111.44440331188844,147.0720282015773,83.35962443058207,25% Reduction,25%
863,2035,5,2035-05-01,107.87141602671404,141.99069463477346,80.38994110694154,25% Reduction,25%
864,2035,6,2035-06-01,104.90829957673667,138.55858651792107,80.022783209499,25% Reduction,25%
865,2035,7,2035-07-01,102.85105639326171,138.55858651792107,77.54422017534645,25% Reduction,25%
866,2035,8,2035-08-01,101.49711261274656,138.55858651792107,75.53127136039456,25% Reduction,25%
867,2035,9,2035-09-01,99.11989867437052,138.55858651792107,74.81603288678745,25% Reduction,25%
868,2035,10,2035-10-01,96.39871517327477,131.93294568980406,74.15033806252667,25% Reduction,25%
